start_date;end_date;status;ip_address;progress;duration_in_seconds;finished;recorded_date;response_id;recipient_last_name;recipient_first_name;recipient_email;external_reference;location_latitude;location_longitude;distribution_channel;user_language;q_recaptcha_score;q_relevant_id_duplicate;q_relevant_id_duplicate_score;q_relevant_id_fraud_score;q_relevant_id_last_start_date;intro;gender;age_5;edu;mzam;woj;home_ownership_1;home_ownership_2;home_ownership_3;changed_heating;media_weekly_1;media_weekly_2;media_weekly_3;media_daily_1;media_daily_2;media_daily_3;most_common_soc_med_1;most_common_soc_med_2;most_common_soc_med_3;most_common_soc_med_4;most_common_soc_med_5;most_common_soc_med_6;most_common_soc_med_7;most_common_soc_med_8;most_common_soc_med_9;most_common_soc_med_10;most_common_soc_med_11;active_soc_media;passive_soc_media;q5_eu_attitudes_1;financial_sit_1;financial_sit_2;financial_sit_3;security_1;security_2;security_3;security_4;security_5;security_6;q119_first_click;q119_last_click;q119_page_submit;q119_click_count;q120_first_click;q120_last_click;q120_page_submit;q120_click_count;q121_first_click;q121_last_click;q121_page_submit;q121_click_count;security_freedom_1;security_freedom_2;security_freedom_3;security_freedom_4;security_freedom_5;security_freedom_6;security_freedom_7;att_check_exp;finan_exp;effectiveness_exp;support_exp;acceptability_exp;attention_control;fin_control;effectiveness_contr;support_control;accept_control;nar_1;nar1_end;nar_2;nar2_end;nar_3;nar3_end;nar_4;nar4_end;OLDnar_5;nar5_end;OLDnar_6;nar6_end;OLDnar_7;nar7_end;OLDnar_8;nar8_end;q131;q132;q128_first_click;q128_last_click;q128_page_submit;q128_click_count;q1_sm_2;q1_sm_3;q1_sm_4;q1_sm_5;q1_sm_6;q1_comm;q2_sm_2;q2_sm_3;q2_sm_4;q2_sm_5;q2_sm_6;q2_comm;q3_sm_2;q3_sm_3;q3_sm_4;q3_sm_5;q3_sm_6;q3_comm;q4_sm_2;q4_sm_3;q4_sm_4;q4_sm_5;q4_sm_6;q4_comm;q5_sm_2;q5_sm_3;q5_sm_4;q5_sm_5;q5_sm_6;q5_comm;q6_sm_2;q6_sm_3;q6_sm_4;q6_sm_5;q6_sm_6;q6_comm;q7_sm_2;q7_sm_3;q7_sm_4;q7_sm_5;q7_sm_6;q7_comm;q8_sm_2;q8_sm_3;q8_sm_4;q8_sm_5;q8_sm_6;q8_comm;realistic;credibility;realistic_control;credible_control;political;political_6_text;institution_trust_1;institution_trust_2;institution_trust_3;institution_trust_4;institution_trust_5;sss_1;outro_2_comments;outro_3;q_language;q_terminate_flag;q_total_duration;create_new_field_or_choose_from_dropdown;id;survey_hash;gr;condition;q_ambiguous_text_present;q_ambiguous_text_questions;q_straightlining_count;q_straightlining_percentage;q_straightlining_questions;q_unanswered_percentage;q_unanswered_questions;att_merged;realist_merged;credib_merged;finan_burden_merged;effec_merged;support_merged;accep_merged;finan_sit_avg;trait_secur_avg;trait_free_avg;state_secur_avg;state_free_avg;antim_narr_intr;antim_narrat_endors_avg;main_narrat_endors_avg;engagement_total;relat_antim_interest;total_soc_media_mainstreamness;main_endorsement_soc_media;antim_endorsement_soc_media;Nar_5correct;nar_6correct;nar_7correct;nar_8correct;Mainstream_Interest_avg
12/18/2024 22:22:29;12/18/2024 22:30:19;0;78.30.103.160;100;470;1;12/18/2024 22:30:20;R_21v4T2ERJ48UnIz; ; ; ; ;52.2119;21.0553;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;26;3;2;3; ;1; ;2;7;6;6;6;5;1;1;1;1;1;1;1;1;1; ; ; ;5;4;40;3;4;4;6;4;5;3;4;5; ; ; ; ;0;0;123,131;0; ; ; ; ;3;3;2;3;3;4;3;1;2;5;3;4; ; ; ; ; ;4;6;3;3;5;4;7;5;6;5;6;5;7;5;5;5; ; ;0;0;17,694;0;0;1;0;0;0; ;0;1;0;0;0; ;1;0;0;0;0; ;0;0;0;1;0; ;0;0;0;1;0; ;0;1;0;0;0; ;1;0;0;0;0; ;0;0;0;0;1; ;4;5; ; ;4; ;6;5;5;6;4;5;nie mam nic;4;PL; ;470; ;665d677e7c9390fcfc9fcc60fb3e530a;gtj3cm;2;voluntary;0; ;1;,142857142857143;QID33;0; ;1;4;5;2;5;3;4;3,66666666666667;5;4;2,75;3,33333333333333;4,75;4,5;5;8;-1,25;-1;0;-1;4;4;5;3;4
12/18/2024 22:16:43;12/18/2024 22:30:30;0;37.31.130.20;100;826;1;12/18/2024 22:30:30;R_8eF8ViHz3cKH570; ; ; ; ;54.353;18.659;anonymous;PL;,899999976158142; ;0;0;10/14/1582 0:00:00;1;2;51;3;2;14; ;1; ;2;10;1;10;6;1;1; ; ; ; ; ; ;1; ; ; ; ;5;3;51;1;1;1;7;7;4;7;6;6; ; ; ; ; ; ; ; ;8,769;73,454;122,657;9;1;1;1;1;1;1;1; ; ; ; ; ;3;1;4;4;7;6;1;2;4;5;1;6;4;9;7;8;7;5;4;9;7; ; ;12,144;16,275;17,3;2;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;1;0; ;1;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ; ; ;2;2;7; ;4;1;4;4;3;5;Bardzo ciekawa ankieta. Dziękuję za możliwość wzięcia w niej udziału.;4;PL; ;826; ;78c8e3e80efa351833804e45fa1b1bfe;gtj3cm;3;control;0; ;3;,428571428571429;QID22, QID33, QID9;,0943396226415094;QID56, QID63, QID66, QID62, QID49;3;2;2;1;4;4;7;1;6;6,33333333333333;1;1;4,75;2,5;6,25;4;-3;3;3;0;7;6;3;7;5,75
12/18/2024 22:03:42;12/18/2024 22:30:46;0;31.0.60.80;100;1623;1;12/18/2024 22:30:46;R_2s0mBxxFsMH9CWM; ; ; ; ;51.7533;19.4865;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;56;3;1;5; ;1; ;2;1;1;1;4;1;4;1; ;1;1; ;1;1;1; ;1; ;4;4;62;3;2;2;6;6;4;7;2;6; ; ; ; ; ; ; ; ;16,374;123,19;127,005;13;7;2;2;2;2;2;4; ; ; ; ; ;3;1;6;7;7;7;4;7;6;7;7;4;3;8;5;9;7;8;7;9;7; ; ;0;0;17,161;0;0;0;1;0;0;Bzdura;0;0;1;0;0;Zwykła iluzja;0;0;0;0;1; ;0;0;1;0;0;Ziemia powinna zostać w rękach Polski.  Nie powinniśmy sprowadzać żywności, którą możemy sami wyprodukować;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ; ; ;3;3;1; ;1;3;1;3;3;5; ;4;PL; ;1623; ;8d5dabcf6a31a3f40584ed19ea838df1;gtj3cm;3;control;0; ;2;,285714285714286;QID2, QID33;,0178571428571429;QID43;3;3;3;1;6;7;7;2,33333333333333;5,33333333333333;5;3,25;2,66666666666667;6,25;5;6,5;8;-2,25;5;4;1;6;7;6;7;6,5
12/18/2024 22:16:50;12/18/2024 22:31:22;0;185.240.97.192;100;872;1;12/18/2024 22:31:23;R_2xDcpcCtha6BRN7; ; ; ; ;53.5674;20.9942;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;62;3;1;7; ;1; ;2;8;2;2;3;3;1;1; ; ;1; ; ; ; ; ; ; ;4;5;81;4;4;4;7;6;5;5;5;5; ; ; ; ;3,578;111,093;122,759;20; ; ; ; ;7;7;7;7;7;7;7;1;4;4;1;1; ; ; ; ; ;2;5;1;7;1;6;1;5;1;1;1;1;4;5;4;4; ; ;0;0;17,691;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;1; ;1;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;0;0;0;0;1; ;0;0;0;0;1; ;6;4; ; ;2; ;6;2;1;4;4;7; ;4;PL; ;872; ;6e416486a419107ac106cba8ebdc1262;gtj3cm;2;voluntary;0; ;3;,428571428571429;QID22, QID33, QID9;,0188679245283019;QID43;1;6;4;4;4;1;1;4;6;5;7;7;1,25;5,75;2,75;8;-1,25;-6;-4;-2;1;1;2;2;1,5
12/18/2024 22:09:11;12/18/2024 22:31:24;0;83.23.169.199;100;1333;1;12/18/2024 22:31:25;R_2cbzVtc4lKqpXqr; ; ; ; ;52.9204;16.6459;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;54;3;1;15; ;1; ;2;10;1;10;6;1;1;1; ;1; ; ; ;1;1; ; ; ;4;5;50;1;1;1;3;7;4;4;4;4; ; ; ; ; ; ; ; ;0;0;136,397;0;1;1;1;1;1;1;1; ; ; ; ; ;3;1;4;4;4;4;4;4;5;5;5;6;6;6;4;7;5;6;6;8;6; ; ;0;0;20,136;0;1;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;0;0;0;0;1; ;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ; ; ;4;4;2; ;6;4;3;2;1;2; ;4;PL; ;1333; ;ac9f60b9eebec8d4c25c5300ab0f743d;gtj3cm;3;control;0; ;3;,428571428571429;QID22, QID33, QID9;,0377358490566038;QID43, QID66;3;4;4;1;4;4;4;1;4,66666666666667;4;1;1;4,75;5;5,25;7;-2;5;3;2;4;5;4;6;4,75
12/18/2024 21:58:17;12/18/2024 22:31:38;0;31.0.94.90;100;2001;1;12/18/2024 22:31:39;R_2YgsbzBQ50bMEK4; ; ; ; ;52.2464;20.9125;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;33;3;1;9; ;1; ;2;7;1;9;7;1;1;1; ;1; ;1;1;1;1; ; ; ;6;4;49;5;3;3;5;7;4;4;3;3; ; ; ; ; ; ; ; ;4,859;368,345;369,373;39;7;5;6;3;6;2;2; ; ; ; ; ;3;1;5;6;7;6;5;7;7;4;4;7;7;8;6;9;7;1;1;9;7; ; ;0;0;44,702;0;1;0;0;0;0; ;0;1;0;0;0; ;0;0;1;0;0; ;0;1;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;0;1;0;0;0; ; ; ;6;5;2; ;4;2;4;3;2;7; ;4;PL; ;2001; ;12546ff3162a8a80fb5fe90ad4725646;gtj3cm;3;control;0; ;1;,142857142857143;QID33;,037037037037037;QID43, QID69;3;6;5;1;5;6;7;3,66666666666667;5,33333333333333;3,33333333333333;5,25;3,33333333333333;6;5,75;5,25;8;-,75;2;3;-1;6;7;1;7;5,25
12/18/2024 22:17:02;12/18/2024 22:31:53;0;185.237.142.236;100;890;1;12/18/2024 22:31:53;R_28H9ocTq3ISYImN; ; ; ; ;50.866;15.6887;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;52;4;2;1; ;1; ;2;1;1;10;4;1;1;1; ; ; ; ; ; ; ; ; ; ;6;6;100;5;5;5;7;7;7;4;4;5; ; ; ; ;2,341;73,969;147,205;19; ; ; ; ;2;1;1;3;2;4;6;1;3;6;6;6; ; ; ; ; ;2;2;1;1;1;2;1;2;9;6;9;7;7;5;9;7; ; ;0;0;19,001;0;0;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;0;0;0;0;0; ;1;1;0;0;0; ;1;1;0;0;0; ;1;1;0;0;0; ;1;1;0;0;0; ;5;5; ; ;1; ;6;6;5;7;7;7;Pzdr;4;PL; ;890; ;08cd975072750d5c705ccbb273f9e591;gtj3cm;2;voluntary;0; ;2;,285714285714286;QID33, QID9;,0377358490566038;QID49, QID63;1;5;5;3;6;6;6;5;7;4,33333333333333;1,75;4;1,25;1,75;6,25;10;-7,25;6;4;2;7;7;5;7;6,5
12/18/2024 22:04:41;12/18/2024 22:31:59;0;188.146.138.190;100;1638;1;12/18/2024 22:32:00;R_2O6N2Fim4tBSMW0; ; ; ; ;52.237;20.9801;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;46;4;1;7; ;1; ;2;6;1;3;5;1;7;1; ;1;1; ; ;1; ; ; ; ;4;4;81;3;3;1;6;5;4;4;5;5;4,432;112,257;122,7;22; ; ; ; ; ; ; ; ;7;7;7;7;7;7;7;2;4;5;3;3; ; ; ; ; ;5;5;3;3;4;4;3;4;6;5;7;5;6;4;7;4; ; ;0;0;17,28;0;0;0;0;1;0; ;0;0;1;0;0;Kosztem zwyklych obywateli;0;0;1;0;0;Co plonie???;0;0;0;1;0; ;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;1;0; ;1;0;0;0;0; ;3;3; ; ;1; ;5;4;4;6;6;7; ;4;PL; ;1638; ;20d7b2a6f356b66d103f7d9fcbf73a4a;gtj3cm;1;obligatory;0; ;2;,285714285714286;QID22, QID33;,0181818181818182;QID43;2;3;3;4;5;3;3;2,33333333333333;5;4,66666666666667;7;7;3,75;4;4,5;8;-2,75;3;3;0;4;5;4;5;4,5
12/18/2024 22:11:16;12/18/2024 22:33:12;0;185.12.21.47;100;1315;1;12/18/2024 22:33:12;R_2o3rtfAJk4qmnu1; ; ; ; ;49.7435;21.4717;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;55;3;3;9; ;1; ;2;1;1;1;5;3;3;1; ; ; ; ;1; ; ; ; ; ;3;6;30;2;1;3;7;7;7;4;2;3; ; ; ; ; ; ; ; ;8,948;93,106;122,589;44;3;2;2;5;2;4;1; ; ; ; ; ;3;1;7;7;7;6;4;1;1;1;1;7;7;1;1;9;7;9;7;1;1; ; ;0;0;22,746;0;1;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ; ; ;7;7;7; ;7;1;6;2;1;7;Brak uwag;4;PL; ;1315; ;5ea1546a12ce63798da107c54ec52833;gtj3cm;3;control;0; ;2;,285714285714286;QID2, QID33;0; ;3;7;7;1;7;7;7;2;7;3;3;2,33333333333333;3,75;3,25;4;8;-1,25;4;4;0;1;7;7;1;4
12/18/2024 22:13:04;12/18/2024 22:33:29;0;109.243.1.27;100;1224;1;12/18/2024 22:33:29;R_8Ei1Ehz9v1eTy2t; ; ; ; ;52.2435;21.0667;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;68;4;3;10; ;1; ;2;9;5;8;4;3;3;1; ; ;1; ; ;1;1; ; ; ;1;4;81;4;3;2;5;5;5;5;6;6; ; ; ; ;0;0;121,977;0; ; ; ; ;3;6;6;5;6;6;7;1;4;6;4;4; ; ; ; ; ;6;4;1;7;2;5;6;7;6;3;5;2;7;5;4;3; ; ;0;0;18,566;0;1;0;0;0;0; ;0;0;0;0;1; ;0;1;0;0;0; ;0;0;0;1;0; ;0;1;0;0;0; ;0;1;0;0;0; ;0;0;1;1;0; ;1;0;0;0;0; ;3;3; ; ;7; ;6;3;2;4;4;7; ;4;PL; ;1224; ;35b37d8ce680eac6a9213147bfa3bb66;gtj3cm;2;voluntary;0; ;1;,142857142857143;QID33;,037037037037037;QID43, QID71;1;3;3;4;6;4;4;3;5;5,66666666666667;5;6,33333333333333;3,75;5,75;3,25;9;-1,75;1;1;0;4;3;5;2;3,5
12/18/2024 22:18:27;12/18/2024 22:33:35;0;46.113.8.28;100;908;1;12/18/2024 22:33:35;R_2K6J7VL4qBRTdzy; ; ; ; ;52.2375;20.9932;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;49;4;1;7; ;1; ;2;1;1;9;5;1;1;1; ; ; ; ; ; ; ; ; ; ;2;5;77;4;4;3;4;5;4;5;5;5; ; ; ; ; ; ; ; ;0;0;121,854;0;1;1;1;1;2;2;2; ; ; ; ; ;3;1;5;5;5;5;5;4;3;4;2;4;4;7;6;7;6;7;5;7;6; ; ;0;0;17,3;0;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ; ; ;5;4;1; ;7;5;4;5;1;7; ;4;PL; ;908; ;bfbb913a47e04547e55292f888f0b273;gtj3cm;3;control;0; ;1;,142857142857143;QID33;,0754716981132075;QID43, QID49, QID56, QID63;3;5;4;1;5;5;5;3,66666666666667;4,33333333333333;5;1;2;4,25;3,5;5,75;5;-2,75;5;4;1;5;5;5;5;5
12/18/2024 22:23:10;12/18/2024 22:33:42;0;31.61.177.211;100;631;1;12/18/2024 22:33:42;R_89RDGZNzgOD2yCR; ; ; ; ;52.2451;21.059;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;35;4;2;7; ;1; ;2;10;2;6;3;1;1;1;1; ;1; ; ;1;1; ; ; ;4;4;45;4;2;3;4;5;5;5;4;5; ; ; ; ;6,166;113,567;125,65;24; ; ; ; ;5;4;3;4;6;6;6;1;4;2;2;1; ; ; ; ; ;4;4;5;5;6;5;4;4;6;4;7;1;4;2;7;5; ; ;0;0;16,096;0;0;0;0;0;0; ;0;1;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;1; ;1;0;0;0;0; ;4;4; ; ;7; ;4;4;4;3;2;6; ;4;PL; ;631; ;665a8923b201d1c6cc2fb714951ee895;gtj3cm;2;voluntary;0; ;1;,142857142857143;QID33;,113207547169811;QID64, QID63, QID43, QID62, QID65, QID49;1;4;4;4;2;2;1;3;4,66666666666667;4,66666666666667;4;6;4,75;4,5;3;3;-1,25;0;0;0;4;5;2;5;4
12/18/2024 22:25:44;12/18/2024 22:33:49;0;37.248.169.51;100;485;1;12/18/2024 22:33:49;R_2zEqvYm2KD5K7VD; ; ; ; ;52.3922;16.861;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;19;1;1;3; ;1; ;2;10;1;10;6;1;1;1;1;1;1;1;1; ;1; ; ; ;4;4;37;5;5;5;7;7;7;7;7;7; ; ; ; ;2,973;121,039;121,594;28; ; ; ; ;1;7;1;7;7;7;7;1;1;7;7;7; ; ; ; ; ;3;4;7;5;1;4;7;7;1;6;7;5;9;7;1;5; ; ;0;0;16,138;0;1;0;0;0;0; ;0;1;0;0;0; ;0;0;0;0;1; ;1;0;0;1;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;7;7; ; ;7; ;7;5;4;4;5;10; ;4;PL; ;485; ;88abe1a25438d33470d10ddf6f1e7eac;gtj3cm;2;voluntary;0; ;3;,428571428571429;QID12, QID33, QID9;,0188679245283019;QID43;1;7;7;1;7;7;7;5;7;7;4;7;4,5;5;5,75;9;0;3;4;-1;1;5;7;1;3,5
12/18/2024 22:15:19;12/18/2024 22:34:00;0;195.54.189.4;100;1120;1;12/18/2024 22:34:01;R_2gS3koloYVLeWKB; ; ; ; ;49.8994;21.0555;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;36;4;2;6; ;1; ;2;10;1;7;5;2;2;1; ;1;1; ; ;1;1; ; ; ;4;4;53;3;2;3;6;5;5;4;4;5; ; ; ; ; ; ; ; ;75,092;75,556;234,286;2;2;3;2;2;2;2;2; ; ; ; ; ;3;1;4;7;7;3;3;3;3;3;2;5;5;6;3;6;3;7;6;6;4; ; ;0;0;19,962;0;0;0;0;0;1; ;0;0;0;0;1; ;0;0;0;0;1; ;1;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;1;0;0;0;0; ;1;0;0;0;0; ; ; ;5;3;1; ;4;4;4;4;4;5; ;4;PL; ;1120; ;e63d7a5611d08283edf28d5e100e4abf;gtj3cm;3;control;0; ;2;,285714285714286;QID10, QID33;,0188679245283019;QID43;3;5;3;1;4;7;7;2,66666666666667;5,33333333333333;4,33333333333333;2,25;2;3,5;3,25;4;8;-2,75;2;0;2;4;4;5;4;4,25
12/18/2024 22:16:36;12/18/2024 22:34:05;0;89.64.10.190;100;1049;1;12/18/2024 22:34:05;R_8OcqjunmXvwvdxl; ; ; ; ;51.9421;15.5168;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;35;4;3;16; ;1; ;2;9;1;9;5;2;2;1;1; ;1; ; ; ; ; ; ; ;3;4;80;3;3;4;5;5;4;6;6;6; ; ; ; ; ; ; ; ;3,848;135,52;136,761;20;5;3;3;2;2;2;2; ; ; ; ; ;3;1;6;6;6;6;6;6;5;4;3;3;2;8;6;7;4;8;6;7;6; ; ;0;0;24,646;0;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ; ; ;5;4;1; ;7;4;5;5;4;6; ;4;PL; ;1049; ;7ba936bee610cc40172bb0d02573dbb7;gtj3cm;3;control;0; ;1;,142857142857143;QID33;,0943396226415094;QID56, QID63, QID43, QID62, QID49;3;5;4;1;6;6;6;3,33333333333333;4,66666666666667;6;3,25;2;4,75;4;5,5;4;-2,75;4;4;0;6;5;6;5;5,5
12/18/2024 22:21:09;12/18/2024 22:34:50;0;31.0.62.171;100;820;1;12/18/2024 22:34:51;R_8gpwC9VGuBZrCdd; ; ; ; ;51.7533;19.4865;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;47;2;1;14; ;1; ;2;2;2;5;3;4;3;1; ; ; ; ;1; ; ; ; ; ;4;6;50;1;1;1;7;7;7;5;6;3; ; ; ; ; ; ; ; ;2,486;112,886;122,354;22;3;3;3;6;7;5;7; ; ; ; ; ;3;1;6;6;6;6;6;7;6;7;1;6;1;8;6;8;7;9;7;8;7; ; ;23,79;23,79;29,389;1;1;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;0;0;0;0;1; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ; ; ;5;7;4; ;5;4;4;2;2;3; ;4;PL; ;820; ;8fa0d1cc8ca59ba1b952ac8900f1b396;gtj3cm;3;control;0; ;2;,285714285714286;QID33, QID9;,0188679245283019;QID43;3;5;7;1;6;6;6;1;7;4,66666666666667;3,75;6,33333333333333;6,5;3,5;6,75;8;-1,75;6;4;2;6;6;7;6;6,25
12/18/2024 22:20:51;12/18/2024 22:35:32;0;88.156.133.168;100;880;1;12/18/2024 22:35:33;R_8w8G45XaQQjftwB; ; ; ; ;52.2003;20.9743;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;37;4;2;7; ;1; ;2;8;1;5;3;4;1;1; ; ; ; ; ; ; ; ; ; ;2;6;8;3;1;1;6;6;6;6;6;6; ; ; ; ; ; ; ; ;125,007;125,007;125,474;1;1;1;1;1;1;3;2; ; ; ; ; ;3;1;6;6;6;6;6;7;7;6;6;6;5;8;6;9;7;9;7;7;5; ; ;0;0;32,843;0;1;0;0;0;0; ;1;0;1;0;0;Europa szaleje a świat się śmieje!;1;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;1; ;0;0;1;0;0;za plastik powinni placic producenci towaru a nie kupujacy. Trzeba prawo zmienic tak zeby nie oplacalo im sie tworzyc odpadow i zeby nie mogli przerzucac ceny na konsumenta;1;0;1;0;0;zgadzam sie w 100%;1;0;0;0;0; ; ; ;6;6;4; ;6;2;2;1;3;4; ;4;PL; ;880; ;afd9f7f3d2bbff1eca43d40757aed1e7;gtj3cm;3;control;0; ;2;,285714285714286;QID12, QID33;,0357142857142857;QID43, QID63;3;6;6;1;6;6;6;1,66666666666667;6;6;1;2;6,25;6;6,25;9;-2;-2;1;-3;6;7;7;5;6,25
12/18/2024 22:03:46;12/18/2024 22:37:38;0;31.60.106.2;100;2032;1;12/18/2024 22:37:39;R_2foOncKtLda9IS8; ; ; ; ;51.111;17.0704;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;46;3;2;6; ;1; ;2;4;2;2;3;3;2;1;1;1;1;1;1; ;1; ; ; ;6;4;97;3;3;3;5;7;4;6;6;7;1,166;199,158;200,887;88; ; ; ; ; ; ; ; ;5;5;4;5;4;4;4;2;3;6;5;5; ; ; ; ; ;4;4;5;5;5;5;4;4;8;5;8;6;8;6;7;5; ; ;1,35;21,336;22,669;16;0;0;0;0;0; ;0;0;0;1;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;0;1;0;0;0; ;0;1;0;0;0; ;0;1;0;0;0; ;6;6; ; ;4; ;7;7;6;7;6;5; ;4;PL; ;2032; ;b95f3a7149602ee82b95e662109cbbce;gtj3cm;1;obligatory;0; ;2;,285714285714286;QID33, QID9;,0754716981132075;QID43, QID49, QID62, QID63;2;6;6;3;6;5;5;3;5,33333333333333;6,33333333333333;4,75;4;4,5;4,5;5,5;5;-3,25;1;1;0;6;6;6;5;5,75
12/18/2024 22:29:55;12/18/2024 22:37:52;0;77.252.47.13;100;477;1;12/18/2024 22:37:52;R_2dQrcHgjBcmc9Bw; ; ; ; ;52.1793;21.0144;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;28;3;3;7;1;1; ;2;9;1;1;7;7;2;1;1;1;1; ; ; ;1; ;1; ;6;6;39;5;5;5;5;3;4;6;5;3; ; ; ; ;0;0;165,868;0; ; ; ; ;2;6;3;4;2;5;4;1;2;2;4;5; ; ; ; ; ;2;1;1;1;6;5;5;3;5;6;4;3;7;3;7;3; ; ;0;0;16,98;0;1;0;0;0;0; ;1;1;0;1;0; ;0;0;0;0;1; ;0;0;0;1;0; ;1;0;0;0;0; ;0;0;0;1;1; ;1;0;0;0;0; ;1;0;0;0;0; ;5;2; ; ;2; ;6;6;6;6;6;7; ;4;PL; ;477; ;401728f2f83ba6da75dcba585d086901;gtj3cm;2;voluntary;0; ;3;,428571428571429;QID10, QID33, QID9;,0188679245283019;QID43;1;5;2;2;2;4;5;5;4;4,66666666666667;3,75;3,66666666666667;3,5;2,5;3,75;11;-2,25;1;2;-1;3;2;5;5;3,75
12/18/2024 22:07:07;12/18/2024 22:37:59;0;83.22.26.139;100;1852;1;12/18/2024 22:38:00;R_8Oo9SmeoOFD90RP; ; ; ; ;50.2629;19.0178;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;69;4;3;12; ;1; ;2;2;10;10;1;7;4; ; ; ; ; ; ; ; ; ; ;1;1;2;10;3;3;3;5;6;5;6;6;5; ; ; ; ; ; ; ; ;0;0;183,629;0;1;1;1;1;3;3;3; ; ; ; ; ;3;1;2;5;4;6;4;6;7;5;7;4;7;6;1;6;7;8;7;8;7; ; ;0;0;26,818;0;0;1;0;0;0; ;1;1;0;0;0; ;0;1;0;0;0; ;1;0;0;0;0; ;0;0;0;0;1; ;1;1;0;0;0; ;1;0;0;0;0; ;1;1;0;0;0; ; ; ;5;3;4; ;1;1;1;1;1;5; ;4;PL; ;1852; ;cf0091e38ab2c001a81ae2971792cfa1;gtj3cm;3;control;0; ;3;,428571428571429;QID10, QID33, QID9;,0188679245283019;QID43;3;5;3;1;2;5;4;3;5,33333333333333;5,66666666666667;1;3;5,25;6,25;5,5;11;-1,75;0;2;-2;4;4;6;6;5
